title;movie_id;tag
The Equalizer 3;926393;Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia. Denzel Washington Dakota Fanning Eugenio Mastrandrea David Denman Gaia Scodellaro Remo Girone Andrea Scarduzio Andrea Dodero Daniele Perrone Zakaria Hamza Manuela Tasciotti Dea Lanzaro Sonia Ammar Alessandro Press Niccolò Fava Alessandro Xavier De Silva Adolfo Margiotta Niccolò Senni Bruno Bilotta Adriano Sabrie Valerio Da Silva Gian Piero Rotoli Isabella Delle Monache Salvatore Ruocco Daniele Ornatelli Luigi Catani Giovanni Trombetta Gianluigi Scilla Danilo Capuzi Giovanni Scotti Marta Zoffoli Marco Giuliani Simona Distefano Mauro Cremonini Arcangelo Iannace Beatrice Aiello Agostino Chiummariello Mariarosaria Mingione Marco Cicalese Jay Natelle Doris von Thury Diego Riace Lucia Zotti Cristiano Pittarello Melissa Leo Michael Sloan Richard Lindheim Richard Wenk Todd Black Denzel Washington Jason Blumenthal Steve Tisch Maria Gnecchi Antoine Fuqua Antoine Fuqua Robert Richardson Marcelo Zarvos Enzo Sisti Tarak Ben Ammar Clayton Townsend Michael Sloan Alex Siskin Tony Eldridge Naomi Shohan Conrad Buff IV Giovanni Casalnuovo Domingo Santoro Federico Meniconi Robert Legato Stewart Hamilton Liang Yang Franco Maria Salamon italy vigilante justice dramatic suspenseful italian mafia horrified mean spirited Action Thriller Crime
The Idea of You;843527;40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for. Anne Hathaway Nicholas Galitzine Ella Rubin Annie Mumolo Reid Scott Perry Mattfeld Jordan Aaron Hall Mathilda Gianopoulos Meg Millidge Cheech Manohar Raymond Cham Jr. Jaiden Anthony Viktor White Dakota Adan Roxy Rivera Graham Norton Grace Junot Jon Levine Demi Castro Trevor David Brent Bailey Chandler Lovelle Nina Bloomgarden Hedy Nasser Luke Pierre Roness Melanie Kiran Rashal James Angela Davis Lauren Revard Tiffany Morgan Dustin Lewis Tanya Lim Bethany Brown Trinity Ansah Holly A. Morris Jean-Luc McMurtry Darryl Fields Jr. Adele Cathy Schulman Gabrielle Union Eric Hayes Robinne Lee Anne Hathaway Michael Showalter Jennifer Westfeldt Jennifer Westfeldt Michael Showalter Robinne Lee Jordana Mollick Jim Frohna Bernard Telsey Antoinette Black Tiffany Little Canfield Nana Fischer Jason Babiszewski Diamond McCall Michael Showalter Lindsay McAllister A.J. Horan Luke Hyland Siddhartha Khosla Peter Teschner Amy Williams Kat Rich Jacqueline Oknaian Demeterio Haley Porch Jennifer Campbell Aaron Gordon Melisa Jusufi Dave Bennett Jordan Rosenstein Andrew Keogh Ruotolo Keegan A. Limbrick John Tagamolila Austin Badgett Mariana Hellmund Jeff Morrone Tarra D. Day Kian Gass Scott Foundas Thomas Machan Brian Sutow Shaneka Murray Jeremy Zamora Mitchell Mcdannald Selena De La Cruz Mike Schmidt Christian Evans Lee Riley Shelly Gurzi Jaime A. Marin Tony Spacone Raphael Kohler Dani Vitale Chris White Derek Carver David Alessi Elizabeth Davidovich Lea Enslin Heather Hayes Leesa Pate D.J. Phillips Paul Vitolins based on novel or book age difference singer forty something single mother older woman younger man relationship boy band loving Romance Drama Comedy
The Idea of You;843527;40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for. Anne Hathaway Nicholas Galitzine Ella Rubin Annie Mumolo Reid Scott Perry Mattfeld Jordan Aaron Hall Mathilda Gianopoulos Meg Millidge Cheech Manohar Raymond Cham Jr. Jaiden Anthony Viktor White Dakota Adan Roxy Rivera Graham Norton Grace Junot Jon Levine Demi Castro Trevor David Brent Bailey Chandler Lovelle Nina Bloomgarden Hedy Nasser Luke Pierre Roness Melanie Kiran Rashal James Angela Davis Lauren Revard Tiffany Morgan Dustin Lewis Tanya Lim Bethany Brown Trinity Ansah Holly A. Morris Jean-Luc McMurtry Darryl Fields Jr. Adele Cathy Schulman Gabrielle Union Eric Hayes Robinne Lee Anne Hathaway Michael Showalter Jennifer Westfeldt Jennifer Westfeldt Michael Showalter Robinne Lee Jordana Mollick Jim Frohna Bernard Telsey Antoinette Black Tiffany Little Canfield Nana Fischer Jason Babiszewski Diamond McCall Michael Showalter Lindsay McAllister A.J. Horan Luke Hyland Siddhartha Khosla Peter Teschner Amy Williams Kat Rich Jacqueline Oknaian Demeterio Haley Porch Jennifer Campbell Aaron Gordon Melisa Jusufi Dave Bennett Jordan Rosenstein Andrew Keogh Ruotolo Keegan A. Limbrick John Tagamolila Austin Badgett Mariana Hellmund Jeff Morrone Tarra D. Day Kian Gass Scott Foundas Thomas Machan Brian Sutow Shaneka Murray Jeremy Zamora Mitchell Mcdannald Selena De La Cruz Mike Schmidt Christian Evans Lee Riley Shelly Gurzi Jaime A. Marin Tony Spacone Raphael Kohler Dani Vitale Chris White Derek Carver David Alessi Elizabeth Davidovich Lea Enslin Heather Hayes Leesa Pate D.J. Phillips Paul Vitolins based on novel or book age difference singer forty something single mother older woman younger man relationship boy band loving Romance Drama Comedy
Yo no soy esa;1235913;Susana wakes up after 20 years in a coma. Now a 90s teenager in a 21st century woman's body, Susana will have to navigate a world in which nothing is familiar to her and she will have to learn to live in it. Verónica Echegui Adam Jezierski Ángela Molina Silma López Daniel Grao Oriol Cervera Alicia G. Reyero María Ripoll Olga Iglesias María Ripoll Comedy Romance
Yo no soy esa;1235913;Susana wakes up after 20 years in a coma. Now a 90s teenager in a 21st century woman's body, Susana will have to navigate a world in which nothing is familiar to her and she will have to learn to live in it. Verónica Echegui Adam Jezierski Ángela Molina Silma López Daniel Grao Oriol Cervera Alicia G. Reyero María Ripoll Olga Iglesias María Ripoll Comedy Romance
Brothers;616446;A reformed criminal's attempt at going straight is derailed when he reunites with his sanity-testing twin brother on a road trip for the score of a lifetime. Dodging bullets, the law, and an overbearing mother along the way, they must heal their severed family bond before they end up killing each other. Josh Brolin Peter Dinklage Glenn Close Brendan Fraser Taylour Paige M. Emmet Walsh Jennifer Landon Joshua Mikel Marisa Tomei William Tokarsky Ted Ferguson Andrew Brodeur Matt Lewis Margo Moorer Gralen Bryant Banks Don Stallings Roger Payano Pat Fisher Brooks Indergard Jonathan  Aidan Cockrell Nathan Hesse Taylor St. Clair Alonzo Ward Greg Weeks Samantha Binkerd Suehyla El-Attar Mike Howell B.J. Winfrey Swift Rice Denise Arribas Devyn Dalton David Ginsberg Quyen Tran Joshua Grode Martin Pensa Jarrette Moats Kristen Donaldson Anastasia Magoutas Courtney Andujar Hillary Andujar Max Barbakow Jessica Derhammer Jessica Derhammer Etan Cohen Kevin Waterman Josh Brolin Peter Dinklage Andrew Lazar Macon Blair Rupert Gregson-Williams Derek Dean road trip twin brother reformed criminal Action Comedy Crime
Anyone But You;1072790;After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple. Sydney Sweeney Glen Powell Mia Artemis Nat Buchanan GaTa Alexandra Shipp Hadley Robinson Dermot Mulroney Rachel Griffiths Deborah Faye Lee Lance Kerfuffle Taryn Gluck Alexandra Gluck Summer Tian Dan Liu Davina Chan Gallagher Charlee Fraser Joe Davidson Bryan Brown Michelle Hurd Darren Barnet Mariama Whitton Ryan Panizza Talayna Moana Nikora Beau Karolos UmarJaum Sandra Nieuwenhuijsen Jennifer Lamphee Jon Wakeham Sam Uther Ken Lau Mehrnaz Mohabati Kirsten Coleman Russell Ingram Joanna Pullen Chris Spry David Burr Alicia Parton Graham Ware Jr. Kate Wormald Shaelyn Downing Sam Riesel Shadi Soheili Olga Miller Justin Latimer Elsey Israel Rebecca Matthes Nathan Lawson Peter Beeh Caroline Pommert-Allegrante Morgan Smallbone Anna Broadbent Gabrielle Carey Ben Cowman Jonah Lindley Sooyeon Lim Josh Bush Amelia Gebler Jay Corry Ruru Zhu Zach O'Dwyer Ulrika Akander James McGrady Kane Grosvenor Andrew 'A.J.' Johnson Michael Karagiannakis Craig Morgan Shalie Sweetnam Suvipra Vaidya Jody Blose Brook Rushton David Yamada Kate Larmer Thomas Howlett Andrew 'A.J.' Johnson Mathew Panayiotou Jason Ren Shani Gyde Michael Easter Jack Mayo Kate Ure Ilana Wolpert Ilana Wolpert Will Gluck Steven Jones-Evans Joe Roth Will Gluck Jeff Kirschenbaum Will Gluck Sydney Sweeney Natalie Sellers Alyssa Altman Catherine Bishop Kimberly Boritz Sidney Kimmel Mark O'Connor Charlie Corwin Jane Griffin Paul Doyle Kathleen Chopin Wende Crowley Mel Eckert Leslie Powell Nikki Barrett Alexander Woodrow Rebecca Cohen Jonathan Davino Andrew Chan Adam Howell Tony Lynch Cedric Martin Andrew Gough John Ort Yasca Sinigaglia Jacqueline Monetta Danny Ruhlmann Nick Emond Tia Nolan Jaime Lewis Jennifer Lamphee Rocky Sovechles Finn O'Neill Claudia Butters Hugh Stewart Ben Toyer Craig Morgan Sam Winzar Anna Burstall Gerard Maher Pelenaise Hehea Rachel Murphy Michael Adcock Ellie Garnett Lloyd Finnemore Beau Karolos Orla Hughes Jackson Lana Brett Cooper Kalotina Amperidis Simon Williams Christian Luxton Anastasia Pappas Nick Woodgate Isoa Rainima Zeb Simpson Emma Wood Renee Burger Simon Allan Iain Godfrey Jeremy Peek Stephanie Beck Jacqueline Harkin Olivia Smythe Cassie Hanlon Mark Glindeman Rachel Murphy Jason Weekes Kevin Morgan James Litchfield Ruby Wells Russell Ingram Martha Meline Damian Oswald Katherine McCowage Cassie Hanlon Anastasia Pappas Caedan Miller Eddie Adcock Warren Grieef Chloe Bobbin Brittany Spencer Morgan Knight Shaughnessy Hare Alexander James Jeff Madden Eddy Chen Jason Hansford Claire Read Jabin Dickins David Jennings Emerson Adcock Brad Moore Jose Luis Acosta Leanne Carey Frank Harold Aidan Gillett Olga Miller Eden Stubbs Michael Knowles Eucla Davies Mitch Wisby Mark Bannister Mark Jefferies Bryan Solbrandt Victoria Liu Tateum Kohut Andrew Robinson Kelly Graham Dayle Cogdon Laura Egan Claudia Kershaw Emily Morrison William Traeger Nelle Jenkins Paul Pirola Brodhie Jenkins Ruby Tucker Rachel LaFond Greg Orloff Phil Sloggett Caleb Jones Lehi Tahau Nick Coker Vanessa Galvez Jessica Harrison Tiffany Chuck Robert Chen Daniel Bryce Michael Clarkin Dan Hart Jeremy Lloyd Anthony McNeil Jess Bentley Cameron Hayes Clare Shervington Raymond Zhang Israel Bush Andy Lam Heather Eck Michael Sarkis Morgan Woodbry Mara Garanzini Michael Wholley Yogaraj Ravi Max Stummer Stuart Wright Yoav Dolev John N. Mayer Chris Campagna Tim Tuchrello Tom Wood Nathan Lane Chris Van Noy-March Sam Rogers Aaron Barclay James Bleakley Sherry Whitfield Sam Littlechild Jonny Williams Brian Bender Magnus Wood Qazi Hamza Javed Eleanor Winch Charles Hart Paul Wicke Brian Ortiz Mike Thompson Dan Ward Adam Priest Mick Harkin Aditya Durgule Scott Brice Sally Heyfron Garry Jacques Ryan Squires Chris Hil Ajinkya Durgule Saloni Kober Matthew Wynne Stewart Kirwan Mitch Paulson Rick van de Schootbrugge Paul Kirwan Dean Richichi Todd Caporn Andrew Cho Ryan Basa Laure Lacroix Kate Larmer Este Haim Christopher Stracey australia hiking romantic comedy based on play or musical law school shakespeare in modern dress aftercreditsstinger duringcreditsstinger fake dating destination wedding sister's wedding Romance Comedy
Anyone But You;1072790;After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple. Sydney Sweeney Glen Powell Mia Artemis Nat Buchanan GaTa Alexandra Shipp Hadley Robinson Dermot Mulroney Rachel Griffiths Deborah Faye Lee Lance Kerfuffle Taryn Gluck Alexandra Gluck Summer Tian Dan Liu Davina Chan Gallagher Charlee Fraser Joe Davidson Bryan Brown Michelle Hurd Darren Barnet Mariama Whitton Ryan Panizza Talayna Moana Nikora Beau Karolos UmarJaum Sandra Nieuwenhuijsen Jennifer Lamphee Jon Wakeham Sam Uther Ken Lau Mehrnaz Mohabati Kirsten Coleman Russell Ingram Joanna Pullen Chris Spry David Burr Alicia Parton Graham Ware Jr. Kate Wormald Shaelyn Downing Sam Riesel Shadi Soheili Olga Miller Justin Latimer Elsey Israel Rebecca Matthes Nathan Lawson Peter Beeh Caroline Pommert-Allegrante Morgan Smallbone Anna Broadbent Gabrielle Carey Ben Cowman Jonah Lindley Sooyeon Lim Josh Bush Amelia Gebler Jay Corry Ruru Zhu Zach O'Dwyer Ulrika Akander James McGrady Kane Grosvenor Andrew 'A.J.' Johnson Michael Karagiannakis Craig Morgan Shalie Sweetnam Suvipra Vaidya Jody Blose Brook Rushton David Yamada Kate Larmer Thomas Howlett Andrew 'A.J.' Johnson Mathew Panayiotou Jason Ren Shani Gyde Michael Easter Jack Mayo Kate Ure Ilana Wolpert Ilana Wolpert Will Gluck Steven Jones-Evans Joe Roth Will Gluck Jeff Kirschenbaum Will Gluck Sydney Sweeney Natalie Sellers Alyssa Altman Catherine Bishop Kimberly Boritz Sidney Kimmel Mark O'Connor Charlie Corwin Jane Griffin Paul Doyle Kathleen Chopin Wende Crowley Mel Eckert Leslie Powell Nikki Barrett Alexander Woodrow Rebecca Cohen Jonathan Davino Andrew Chan Adam Howell Tony Lynch Cedric Martin Andrew Gough John Ort Yasca Sinigaglia Jacqueline Monetta Danny Ruhlmann Nick Emond Tia Nolan Jaime Lewis Jennifer Lamphee Rocky Sovechles Finn O'Neill Claudia Butters Hugh Stewart Ben Toyer Craig Morgan Sam Winzar Anna Burstall Gerard Maher Pelenaise Hehea Rachel Murphy Michael Adcock Ellie Garnett Lloyd Finnemore Beau Karolos Orla Hughes Jackson Lana Brett Cooper Kalotina Amperidis Simon Williams Christian Luxton Anastasia Pappas Nick Woodgate Isoa Rainima Zeb Simpson Emma Wood Renee Burger Simon Allan Iain Godfrey Jeremy Peek Stephanie Beck Jacqueline Harkin Olivia Smythe Cassie Hanlon Mark Glindeman Rachel Murphy Jason Weekes Kevin Morgan James Litchfield Ruby Wells Russell Ingram Martha Meline Damian Oswald Katherine McCowage Cassie Hanlon Anastasia Pappas Caedan Miller Eddie Adcock Warren Grieef Chloe Bobbin Brittany Spencer Morgan Knight Shaughnessy Hare Alexander James Jeff Madden Eddy Chen Jason Hansford Claire Read Jabin Dickins David Jennings Emerson Adcock Brad Moore Jose Luis Acosta Leanne Carey Frank Harold Aidan Gillett Olga Miller Eden Stubbs Michael Knowles Eucla Davies Mitch Wisby Mark Bannister Mark Jefferies Bryan Solbrandt Victoria Liu Tateum Kohut Andrew Robinson Kelly Graham Dayle Cogdon Laura Egan Claudia Kershaw Emily Morrison William Traeger Nelle Jenkins Paul Pirola Brodhie Jenkins Ruby Tucker Rachel LaFond Greg Orloff Phil Sloggett Caleb Jones Lehi Tahau Nick Coker Vanessa Galvez Jessica Harrison Tiffany Chuck Robert Chen Daniel Bryce Michael Clarkin Dan Hart Jeremy Lloyd Anthony McNeil Jess Bentley Cameron Hayes Clare Shervington Raymond Zhang Israel Bush Andy Lam Heather Eck Michael Sarkis Morgan Woodbry Mara Garanzini Michael Wholley Yogaraj Ravi Max Stummer Stuart Wright Yoav Dolev John N. Mayer Chris Campagna Tim Tuchrello Tom Wood Nathan Lane Chris Van Noy-March Sam Rogers Aaron Barclay James Bleakley Sherry Whitfield Sam Littlechild Jonny Williams Brian Bender Magnus Wood Qazi Hamza Javed Eleanor Winch Charles Hart Paul Wicke Brian Ortiz Mike Thompson Dan Ward Adam Priest Mick Harkin Aditya Durgule Scott Brice Sally Heyfron Garry Jacques Ryan Squires Chris Hil Ajinkya Durgule Saloni Kober Matthew Wynne Stewart Kirwan Mitch Paulson Rick van de Schootbrugge Paul Kirwan Dean Richichi Todd Caporn Andrew Cho Ryan Basa Laure Lacroix Kate Larmer Este Haim Christopher Stracey australia hiking romantic comedy based on play or musical law school shakespeare in modern dress aftercreditsstinger duringcreditsstinger fake dating destination wedding sister's wedding Romance Comedy
Pain & Gain;134374;"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story. Mark Wahlberg Dwayne Johnson Anthony Mackie Tony Shalhoub Ed Harris Rob Corddry Bar Paly Rebel Wilson Ken Jeong Michael Rispoli Keili Lefkovitz Vivi Pineda Christopher Jestin Langstaff Gustavo Escobar Corinne Ferrer Zack Moore Kory Getman Peter Stormare Larry Hankin Tony Plana Brian Stepanek Persei Caputo Bill Kelly Emily Rutherfurd Patrick Bristow Wladimir Klitschko Yolanthe Cabau Anthony ""Ace"" Thomas Kurt Angle Jennifer Nicole Lee Andrea Bennetti Nikki Benz Jessica Dykstra Gwendalyn Barker Vannessa Nevader Amanda Cerny Christopher Markus Stephen McFeely Michael Bay Michael Bay Ian Bryce Matthew Cohan Donald De Line Scott Gardenhour Wendy Japhet Tom Muldoon Joel Negron Denise Chamian Jeffrey Beecroft Sebastian Schroder Colleen Kelsall Deborah L. Scott Steve Jablonsky Ben Seresin Tanoai Reed Hank Amos Tom Akos Bobby Talbert Kenny Bates Kurt Angle Eddie Braun Dale Cannon Jeff Chase Joey Freitas James Cheek Dean Grimes Joop Katana Sean Graham Sli Lewis Henry Penzi Antony Matos Benjamin Rowe Laurence Todd Rosenthal Jimmy Waitman Kiana Politis Troy Robinson Rosie Bernhard Carlos Rojas Charles Grico Yolanda Toussieng Roma Demartino Johnny Villanueva Claudia Pascual Carmen Lopez Anndee Rucker Laurie Cocheio Nuria Sitja Edouard F. Henriques Daren Hicks K.C. Hodenfield Chris Castaldi Jeremy McGuire Mark W. Brown Romain Gateau David Alban Michael Metzel William Kellow Vivian Galainena Michael J. Flynn Lewis Bowen Jon J. Bush Frank A. Raffa Jr. Colin Crapser Philip Schneider Daniel A. Davila Dannah Collins Jane B. Johnson Xavier Cortes Richard E. Kruder John Francis Kupfer Jeffrey Mastney Ashley Metzel Jennifer Raneri Dustin Read Jeremy Alan Read Emilio Saez John Sommerville Mark Fellman Jaimie Trueblood David B. Nowell Jennifer Galipault John Rex Woodward Christopher Warren Dana Baker Sean Lunski Darin Moran Jacques Jouffret Melissa Fisher Brook Willard Richard Falk Jr. Bruce Hazen Brett Mabry Humberto Recio Ricky Ruiz Dave Sonnenberg John Holmes Stephen Taylor-Wehr Danny Brown Gregory Irwin Michael Klimchak Joseph F. Warren Michael T. Banner Joey Evora Sean Fisher Jonathan Leary Jorge Parra Christopher Dino Les T. Tomita Rick Harris Sean R. Wilson Stephen Ciffone Marc Wostak Jonathan Givens Francisco Moises Peter Vega Tulio Dueñas Bill McConnell Jr. Cheuk Wong Carla Sosa Jacques Jouffret Robert Zuckerman Peter Zuccarini Evan Daum Judah Getz Tim Hoogenakker Michael Miller Fredrick Cuevas Kyle D. Krajewski Reagan Mendoza Lori Castro Joel Erickson Kevin Cerchiai Michael Schmidt Ralph Osborn David Bach John T. Cucci Dawn Fintor Dan O'Connell Alicia Stevenson Blake Collins Scott Curtis Richard Duarte John Guentner David Husby Erik Aadahl Ethan Van der Ryn P.K. Hooker Greg ten Bosch Jeffrey J. Haboush Scott Millan Greg P. Russell Erik Aadahl Ethan Van der Ryn Ed Arenas George Grafas Lori Wyman Erin Fragetta Briana Frapart Liz Ludwitzke Nicolette Noble Ben Pollack Susan E. Ryan Destiny Altvater Ania O'Hare Bill Marinella Sascha Alonso-Brilliant Lee Ann Harvey Maryellen Aviano Jack Taggart Jenn Edelson Cori Mizrahi Sarah Schuessler Suzy Freeman Ariel Gold Tiffany Busche Beth Koenigsberg Sherrie LeMaire Dani Phelps Armando Pompa Brenda Salivia Brett Vratil Lorraine Crossman Phyllis Corcoran-Woods Barnaby Smith Emily Egge Juliet Primo Olga Meverden Esther Marquis David Paris Talley Singer Janine Schiro Don Abbatiello David Paris David Krudis Denise Morgan McGrath Hendricksen Armand Jorge Luis German Tim Granlund Ash Harris Verner Maldonado Trevor Martin Edward Messon Dan Ollman Reynaldo Rodriguez Michael Valverde Robert Vickers Nicole Ziobro Frank Sicoli Natalie Angel Nancy Molimis Mariam Yacoub Carmen Soriano Julie Ann Grasso Caroline Miller Vicki Pearlman Ran Francke Bryan Ellenburg George Schoendorfer Kevin Breen Andrew Campbell Giovanni Rodriguez Catanya Jackson Lisa Bolan Kyle Cooper Ana Criado-Zahonero Ben Schoen Greg Nye Allison Fitzer Voss Gabriela Gutentag Calvin Wimmer Edward Albolote Peter Gvozdas Alex Gilbert Stefan Sonnenfeld J. Cody Baker Mike Chiado Stefan Sonnenfeld Meagan Costello Joe Galdo Erik Rogers Nick Hsieh Jon Alexander Zixing Han Sean Castle Hitchcock Jeff Koh Hao Sun Thang Le Loïc Beguel Vincent Dudouet Martin Larrivée Nancy Lamontagne Lorelei David Tolly Swallow Michael Lichtenstein Eric Larivée Marianne Roberge Laura Moore Pablo Helman John Wonser John Frazier Dirk Rogers James Carter Kurt Harris Manuel Garcia miami, florida scam weight lifting weightlifting duringcreditsstinger Action Crime Comedy"
BLUE LOCK THE MOVIE -EPISODE NAGI-;1104844;"""That's a hassle."" That was second-year high schooler Nagi Seishirou's favorite phrase as he lived his dull life. Until Mikage Reo, a classmate who dreamed of winning the World Cup, discovered Nagi's hidden skill, inspiring him to play soccer and share his outstanding talent. One day, Nagi Seishiro receives an invitation to the mysterious Blue Lock Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known. Nobunaga Shimazaki Yuma Uchida Kazuyuki Okitsu Kazuki Ura Tasuku Kaito Yuki Ono Soma Saito Koki Uchiyama Hiroshi Kamiya Shunsuke Ishikawa Muneyuki Kaneshiro Jun Murayama Taku Kishimoto Taku Kishimoto Yusuke Nomura Muneyuki Kaneshiro Muneyuki Kaneshiro Kōta Sannomiya based on manga anime Animation Action Drama"
BLUE LOCK THE MOVIE -EPISODE NAGI-;1104844;"""That's a hassle."" That was second-year high schooler Nagi Seishirou's favorite phrase as he lived his dull life. Until Mikage Reo, a classmate who dreamed of winning the World Cup, discovered Nagi's hidden skill, inspiring him to play soccer and share his outstanding talent. One day, Nagi Seishiro receives an invitation to the mysterious Blue Lock Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known. Nobunaga Shimazaki Yuma Uchida Kazuyuki Okitsu Kazuki Ura Tasuku Kaito Yuki Ono Soma Saito Koki Uchiyama Hiroshi Kamiya Shunsuke Ishikawa Muneyuki Kaneshiro Jun Murayama Taku Kishimoto Taku Kishimoto Yusuke Nomura Muneyuki Kaneshiro Muneyuki Kaneshiro Kōta Sannomiya based on manga anime Animation Action Drama"
Encanto;568124;The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope. Stephanie Beatriz María Cecilia Botero John Leguizamo Diane Guerrero Jessica Darrow Carolina Gaitán Angie Cepeda Ravi Cabot-Conyers Mauro Castillo Rhenzy Feliz Wilmer Valderrama Adassa Maluma Rose Portillo Juan Castano Sarah-Nicole Robles Hector Elias Alan Tudyk Noemi Josefina Flores Olga Merediz Jorge E. Ruiz Cano Alyssa Bella Candiani Paisley Day Herrera Brooklyn Skylar Rodriguez Ezra Rudulph Mehrdad Isvandi Jamie Sparer Roberts Nathan Curtis Jennifer Lee David E. Fluhr Gabriel Guy Charise Castro Smith Lin-Manuel Miranda Charise Castro Smith Jared Bush Charise Castro Smith Jared Bush Jason Hand Jason Hand Byron Howard Lin-Manuel Miranda Nancy Kruse Nancy Kruse Samson Neslund Shannon Mills Nia Hansen Justin Doyle Germaine Franco David G. Derrick Jr. John Roesch Tony Bonilla Rebecca Perez Simon Rieber Byron Howard Jared Bush Clark Spencer Yvett Merino Flores strong woman magic sadness immigration supernatural beauty musical big family forest family secrets family relationships flamenco joy of life teenage girl female protagonist family conflict helping children matriarch colombia Animation Comedy Family Fantasy
Encanto;568124;The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope. Stephanie Beatriz María Cecilia Botero John Leguizamo Diane Guerrero Jessica Darrow Carolina Gaitán Angie Cepeda Ravi Cabot-Conyers Mauro Castillo Rhenzy Feliz Wilmer Valderrama Adassa Maluma Rose Portillo Juan Castano Sarah-Nicole Robles Hector Elias Alan Tudyk Noemi Josefina Flores Olga Merediz Jorge E. Ruiz Cano Alyssa Bella Candiani Paisley Day Herrera Brooklyn Skylar Rodriguez Ezra Rudulph Mehrdad Isvandi Jamie Sparer Roberts Nathan Curtis Jennifer Lee David E. Fluhr Gabriel Guy Charise Castro Smith Lin-Manuel Miranda Charise Castro Smith Jared Bush Charise Castro Smith Jared Bush Jason Hand Jason Hand Byron Howard Lin-Manuel Miranda Nancy Kruse Nancy Kruse Samson Neslund Shannon Mills Nia Hansen Justin Doyle Germaine Franco David G. Derrick Jr. John Roesch Tony Bonilla Rebecca Perez Simon Rieber Byron Howard Jared Bush Clark Spencer Yvett Merino Flores strong woman magic sadness immigration supernatural beauty musical big family forest family secrets family relationships flamenco joy of life teenage girl female protagonist family conflict helping children matriarch colombia Animation Comedy Family Fantasy
