title;movie_id;tag
The Gardener;1255788;Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families. Jean-Claude Van Damme Michaël Youn Nawell Madani Carla Poquin Jérôme Le Banner Ragnar Le Breton Kaaris Studio Danielle Élie Semoun Vincent Desagnat Arthur Lombard Arthur Aspaturian Rayan Bouazza Solal Charhon Léo Wazzoler Marie Vancutsem Anne-Marie Filippi David Charhon Sebastien Fechner Vincent de Brus David Charhon Benoît Theunissen Roger Torremorell Thierry Arbogast Zoé Vink Sybille Langh Maurice Chan Cyprien Rigaud Sebastien Fechner Jennifer Courouge Vincent Canaple Florence Gilson Melvin Nkosi Hubert Pouille Oriane De Neve Laurent Demianoff Matthias Morard Nicolas Lemoine Morgane Mingers Niklas Kinzel Jean-Luc Olivier Olivier Albou Nicolas Auert Maxime Cordon Thomé Dubaux Thomé Dubaux Vincent Gregorio Grégory Lannoy Anais Letiexhe Simon Borlée Pierre Cambier Laetitia Evens Alexandre Gaudiano Morgan Hardy Zoé Lafay Nicolas Martre Maud Maryn Ambre Vanneste Peter Bernaers Matthieu Lequy Guillaume Houssais Alexandre Azaria Pascalle Willame distressing Action Comedy
Venom: The Last Dance;912649;Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance. Tom Hardy Chiwetel Ejiofor Juno Temple Rhys Ifans Stephen Graham Peggy Lu Clark Backo Alanna Ubach Cristo Fernández Jared Abrahamson Hala Finley Dash McCloud Andy Serkis Reid Scott Jack Brady Ivo Nandi Jake Allyn Otis Winston Jacob Tomuri Brooke Carter Fflyn Edwards Elijah Isaiah Cook Norma Butikofer Elizabeth Cook Martin McDougall Angie Hsu Jade Nicholson-Lamb David Michelinie Todd McFarlane Avi Arad Matt Tolmach Kelly Marcel Kelly Marcel Hutch Parker Kelly Marcel Kelly Marcel Tom Hardy Tom Hardy Amy Pascal Jacob Tomuri Joseph M. Caracciolo Jr. Fabian Wagner Christina Petrou John Moffatt Greg Baxter Aharon Bourland Andrew Palmer Sean Haworth Chris Lowe Dan Deacon Scott Edelstein Simone Coco Mathew Cowie Kiel Figgins Shawn Kelly Lauren F. Ellis Louise Hussey Sophie Dawes Ben Snow Mark Sanger Daniel Orlandi Luke Tumber Chloë Pyne Andrea Cracknell Andrea Cracknell Yusuf Chaudhri Chris Rosewarne George Kirby George Kirby Eric Kasanowski hero superhero anti hero villain alien life-form based on comic sequel aftercreditsstinger woman director absurd Action Science Fiction Adventure
Kingdom IV: Return of the Great General;1241320;"Depicts a continuation of the ""Battle of Mayang"", an all-out war against the neighboring country Zhao that Shin and Wang Ki fought in in the previous work ""Flame of Fate"". Kento Yamazaki Takao Osawa Ryo Yoshizawa Kanna Hashimoto Nana Seino Shinnosuke Mitsushima Amane Okayama Takahiro Miura Takayuki Hamatsu Riku Hagiwara Koji Kikkawa Masami Nagasawa Shun Oguri Koichi Sato Hiroshi Tamaki Yuki Yamada Koji Yamamoto Yuko Araki Yui Sakuma Yusuke Hirayama Jun Kaname Ainosuke Kataoka Masao Kusakari Anne Watanabe Mitsuomi Takahashi Hinako Sakurai Eri Murakawa Masaya Katô Togi Makabe Mio Tanaka Yutaka Yamada Hara Yasuhisa Tsutomu Kuroiwa Shinsuke Sato Yuji Shimomura Action Adventure"
Number 24;1222248;On the brink of the Second World War, a young Norwegian man's drive to resist the Nazis sets a new course for his future – and the future of his country. Sjur Vatne Brean Erik Hivju Philip Helgar Magnus Dugdale Jakob Maanum Trulsen Jacob Jensen Flo Fagerli Ines Høysæter Asserson Lisa Loven Kongsli Martin Karelius Østensen August Wittgenstein Per Kjerstad Jørgen Cleve Broch Sigurd Solheim Lars August Jørgensen Ulrik William Græsli Benjamin Myhre Svein Sturla Hungnes Cato Skimten Storengen Mads Henning Jørgensen William Gundersen Tiril Pharo Lars Berge Benjamin Noble Terje Strømdahl Espen Lervaag Jacob Nasseri Morten Rudå Lukas Petrauskas Tobias Aksdal Marianne Jonger Mark Noble Ingvild Holthe Bygdnes Michael Shelford Dominic Sullivan Max Wrottesley Erik Madsen Kristian Halken Petter Width Kristiansen Hanne Gjerstad Henrichsen Luka Horvat Pål Christian Eggen Aavald Kaasa Tarald Brautaset Hagen Silje Øksland Krohne Jarl Flaaten Bjørk Aidas Ašmonas Klara Bloma Mohn Joakim Wagner-Larsen Vincas Alesius Michael Ladek Paulius Ignatavičius Joakim Gunby Vibeke Idsøe Espen Horn John Andreas Andersen Erlend Loe Pål Ulvik Rokseth Christopher Grøndahl John M. Jacobsen Kristian Strand Sinkerud Donatas Šimukauskas Espen Lauritzen von Ibenfeldt Kalle Doniselli Gulbrandsen Trude Lirhus Violeta Drazdauskė Kęstutis Drazdauskas Kristoffer Lo Terje Strømstad Pål Petersen-Bergvik Jurgita Gerdvilaitė Tormod Ringnes Bent Holm Morten Solum Alf Martin Løvvold Anne Isene Dorte Pedersen Ellen Michelsen world war ii norway understated War History Drama
Red One;845781;After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas. Dwayne Johnson Chris Evans Lucy Liu J.K. Simmons Bonnie Hunt Kristofer Hivju Kiernan Shipka Mary Elizabeth Ellis Wesley Kimmel Nick Kroll Wyatt Hunt Clayton Cooper Lanz Duffy Marc Evan Jackson Makana David Samantha Benson Ashleigh Domangue Cody Easterbrook Nikki Garza Abel Arias Eric Jermaine Lavette Jr. Pilot Bunch Juan Alexander Megan Hayes Beau Kasdan Lorelei Kasdan Otis Kasdan Jon Rudnitsky Greg Clarkson Hannah Aslesen Regina Ting Chen James Cheek Reinaldo Faberlle Philip Fornah Kenny Waymack Jr. Gissette E. Valentin C.J. Padera Darryl W. Handy Martinez Drew Ater Adam Boyer Derek Russo Michael Tourek Kia Shine Gabriel 'G-Rod' Rodriguez Jay Peterson Shane Costa Cynthia Barrett J.R. Adduci Brandon M. Shaw Alessandro Folchitto Amber Abara Isabella Colt Maria Palomino Matthew Cornwell Jeff Chase Gary Peebles Marti Matulis Cora Kass Rod Maxwell Jenna Kanell Octavia Grace Matthew Zuk Fedor Steer Ahmad Ghafouri Morla Gorrondona Nelson Bonilla Audrey Beth Andzelika Bobrova Stephanie Brogdon Andrew S. McMillan Rick Nehls Riley Flanagan Janelle Beaudry Kaila Imada Hiram Garcia Jake Kasdan Dwayne Johnson Chris Morgan Jake Kasdan Dany Garcia Hiram Garcia Holly Dowell Chris Morgan Ainsley Davies Barry H. Waldman John Wildermuth Melvin Mar Sky Salem Robinson Chris Diamantides Steven Shelby Matt Sprunger Haile Werntz Sarah Forrest Anne Porter Ryan Dempsey Ryan Dempsey Federico D'Alessandro Christian Scheurer Deborah Arrieta Henry Jackman Jason Sweers Dean Grimes Barry H. Waldman Shannon O'Neill Miroslav Cicmanec Nicole Abellera Hallman Jeanne McCarthy Katie Doyle Tara Timpone Mark Helfrich Steve Edwards Dan Mindel Jewelianna Ramos-Ortiz Kirk A. Jenkins Kyle Mclean Jaden Ponce Leesa Pate Holland Diaz Chad Crumley Yessenia Cossio Greg Rementer Gabriel Solana Jerome Chen Cari Thomas Michael Crow Bill Brzeski Joel Harlow Ed Natividad bounty hunter holiday kidnapping santa claus polar bear christmas action comedy christmas eve family comedy fantasy comedy excited Action Fantasy Comedy
Aftermath;1081012;A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage. Dylan Sprouse Mason Gooding Dichen Lachman Megan Stott Kevin Chapman Will Lyman Tanner Zagarino Mark Irvingsen Mark Pettograsso Ashley Pynn Shahjehan Khan Jason A. Martinez Derek K. Moore Daniel Rios Jr. Mark Steven Dancewicz Jared Frenke Brett Duffy Brian Pitt Lucas Jarach Patrick Lussier Tommy Aagaard Shayna Passaretti Jason Pinardo Joanna Murphy Michael Wandmacher Shelly Johnson Jared Detsikas Timothy C. Sullivan Nathan Graham Davis Bill Boes Michael C. Stone Jason Pinardo Nathan Graham Davis Marc Cote Nancy Nayor Nicolas Chartier Jonathan Deckter Steve Boeddeker Steve Boeddeker Ashley Pynn Action Thriller
The Substance;933260;A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself. Demi Moore Margaret Qualley Dennis Quaid Edward Hamilton-Clark Gore Abrams Oscar Lesage Christian Erickson Robin Greer Tom Morton Hugo Diego Garcia Daniel Knight Jonathon Carley Jiselle Henderkott Akil Wingate Vincent Colombe Billy Bentley Lennard Ridsdale Jordan Ford Silver Oscar Salem Viviane Bossina Matthew Luret Jana Bittnerová Olivier Raynal Tiffany Hofstetter Nicolas Royer Nathan Rippy Manon Arizmendi Virginie Kotlinski Brett Gillen Charlotte Marquardt Léa Hengl Gaëlle Raymond Claire Lemaire Lila Boughoufala Aurélien Lorgnier Ivan Sellier Philip Schurer Christian Bourmier Martin Graham Christian Bordeleau Patrick Hamel Didier Dhondt Jacques-Yves Dorges Jean-Claude Matthey Olivier Jarcin Jean-Luc Magneron Charlotte Murray Aaron Kahn Gabriela Arnon Nancy Josephson Lahoussine Andrew Eldridge Denise Powers Bryan Jones Adam Carage Maria McClurg Andrew Desmond Rebecca Lafont Laura Puech Ryan Chidester Céline Vogt Yannick Guérin Jean Miel Paul Descoings Benoit Lévêque Arthur Molinet Manon Sachot Bastien Jorelle Kelly Hoarau Michel Juskiewicz Louise Greggory Christophe Sartirano Florent Torres Romain Caldeira Barthelemy Thomas Axel Baille Ashley Lambert Ranjani Brow Chase Fein Shane Sweet William Calvert Michael Corbett Stephen Apostolina Yann Bean Audjyan Alcide Jonathan Jenvrin Mimi Maury Amelye Solange Kévin Table Laura Boera Cissy Duc Sophie Mercier Marie Valton Katrina Budzynski Alicia Maury Megane Adamik Annalisa Pagnotta Maelle Dantigny Aleksandra Fontaine Kedzierska Pauline Sagetat Agustina Fitzsimons Elena Shcheglova Eve Marchant Lola Donati Kate Matthews Ophélie Jonard Pauline Richard Laureen Cappelliez Daria Panchenko Delphine Beaulieu Victoria Brun Cara Chapman Katharine Matthews Alexandra Faget Clémence Juville Margot L'Entete Hillary Sukhonos Matthew Géczy Namory Bakayoko Gregory Defleur Coralie Fargeat Matthieu de la Mortière Anne Juin Erik Baiers Stanislas Reydellet Benjamin Kračun Jérôme Eltabet Cécilia Blom Frédérique Arguello Frédéric Balmer Denise Boccacci Andrea Leanza Sebastian Lochmann Richard Martin Krystell Morantin Bryan Jones Marie Bouvet Jérôme Gaspard Guillemette Buffet Ahmed Chouikhi Joffrey Darel Jérémie Delaboudinière Arthur Delapierre Stephane Girondeaud Lucile Perez Céline Richard Marie Sergeant Chloè Acher Edouard Alvernhe Vianne Burquier Laure Caniaux Benjamin Colleye Marie-Sophie Daniel Steve de Rocco Charles Droudun Yann Festinger Catherine Georges Tanguy Goasguen Thomas Gros Gustin Guillaume Guillaume Lemerle Stella Libert Nahi Margot Baptiste Marnière Olivier Maurin Jonas Poignant William Renaud Olivier Sargatal Christine Tamalet Ludovic Tobaldi Eddy Trouillot Camille Damag Fabienne Menguy Noémie Lance Nadege Marti Katia Sourzac Baptiste Herment Fabien Pascal Benjamin Durfort Baptiste Bonin Benjamin Bouygues-Faugeron Coralie Fargeat Coralie Fargeat Eric Fellner Tim Bevan Alexandra Loewy Nicolas Royer Raffertie Olivier Afonso Jean-Marc Benois Oriane Cattiaux Marison De Sandrine Denis Dave Elsey Lou Elsey Stéphanie Guillon Mélissa Jacob Brian Kinney Lucky Nguyen Bryony Rumble Marilyne Scarselli Cynthia Scigliuto Caroline Vlieghe Julia Besnier Benjamin Celliez Pierre-Yves Frohard Abraham Goldblat Tiva Nagchin Honorine Sutter Clément Audebrand Mateo Cejoco Louis Tellier Benoit Seiller Louis Celnik Marion Didier Elise Duvignau Barthelemy Thomas Amélie Meseguer Coralie Fargeat Marjane Texier Elsa Rolland Chloé Zobel Jean Miel Olaf Taittinger Louis Auger Téo L'Huillier Guillaume Le Gouez Louis Lion Jacob Rogers Guillaume Billy Christophe Arnaud Thomas Burgess Jacques-Emmanuel Astor Raphaëlle Beck Aurélie Boutet Elsa Manunta Jimmy Zhao Isalys Gillet Steve Sebir Christophe Riso Guillaume Baurez Marianne Huet Valentin Féron Pierre Olivier Persin Pierre Olivier Persin Marion De Villechabrolle Stéphane Bécimol Emmanuelle Youchnovski Claire Bernengo Patrick Christensen Valérie Deloof Valérie Deloof Anna Devillaire Victor Fleurant Judah Getz Olga Pasternak Margaux Peyre Thomas Pichon Victor Praud Lucien Richardson Antoine Swertvaegher Stéphane Thiébaut Emmanuelle Villard Grégory Vincent Coralie Fargeat Laure Cochener Amélie Meseguer Arnaud Denis Gladys Garot Julie Plumelle Nathalie Vaïsse Pierre Procoudine-Gorsky Chevin Shafaghi Serafin Bernfeld Arthur Weiser Alexandrine Mauvezin-Bosque new year's eve capitalism black market identity affectation beauty satire aging celebrity female protagonist los angeles, california has been aerobics disfigurement woman director beauty standards insecure woman toxic masculinity drug body horror youth actress disgusted Horror Science Fiction
The Lord of the Rings: The War of the Rohirrim;839033;A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg. Brian Cox Gaia Wise Luke Pasqualino Laurence Ubong Williams Lorraine Ashbourne Miranda Otto Shaun Dooley Benjamin Wainwright Yazdan Qafouri Michael Wildman Janine Duvitski Bilal Hasna Jude Akuwudike Billy Boyd Dominic Monaghan Alex Jordan Bea Dooley Elijah Tamati Will Godber Christopher Lee Calum Gittins Matt Beachen Shane Bartle Zac Bell David Cox Adam Rhys Dee Daniel Denova Alison Dowling Daniel Flynn Stephen Gledhill Peter Hambleton Nick Haverson Oliver Hembrough Ronny Jhutti James Ladanyi Simon Lawson Anthony Lewis Jonathan Magnanti Gary Martin Neil McCaul Naomi McDonald Carmel McGlone Joshua Miles Louie Nixon Hilary Norris Fergus O'Donnell Nigel Pilkington Lyndee-Jane Rutherford Stephanie Thomas Martin Tidy Gemma Wardle Rob Alderman Jay Clare Daniel Entwistle Keith Robertson Gavin Newton Luke Blick Lewis Collins Callum Pearson Adam Taylor Dan Hyams Kieran Milne Matthew Kennedy Phoebe Gittins Arty Papageorgiou Richard Taylor Kenji Kamiyama Joseph Chou Jason DeMarco Stephen Gallagher Peter Jackson Fran Walsh Philippa Boyens Sam Register Carolyn Blackwood Toby Emmerich Jeffrey Addiss Will Matthews Jeffrey Addiss Will Matthews Philippa Boyens J. R. R. Tolkien Ken Kamins Yu Aoki J. R. R. Tolkien J. R. R. Tolkien Bernard Hill Masahito Yoshino Hikari Uematsu Mio Kishihara Ai Kuroiwa Masaki Tamano Ken Arto Satoshi Ichinokawa Tomoe Nishio Yuko Matsuda Tomoko Hamanaka Toshihiko Masuda Hiroshi Nishimura Shouichi Funaki Shihoko Shirai Ayumi Ono Yasuhiro Aoki Asami Taguchi Tatsuo Ryuno Kohei Ashiya Anna Yamaguchi GitsAsh Rémy Clarke Hou Songcen Zhao Bingnan Park Jae-hyeon Ayana Fuji Liran Endo Hiroshi Takeuchi Saika Akari Ejima Yoshino Takura Yukari Kamiaka Shiori Keta Sayaka Takaichi Rino Suzuki Choca Murasaki Yuki Shirosaki Daniel Sidaway Ingrid Tsoi Tahoe51 Jin Keyi Zhou Zhijie Liang Jiayuan Zhou Fangming Qu Jinhao Lin Ziye Jiang Chenjun Kevin Asher Artem Lukichev Toniko Pantoja Amy Cooper Sans Tommy Duch Jean-Damien Passedat Lucas Derynck Salim Gallow Wolfo Paul Z nightberry Tan Nguyen Minori Uemura Cyrus Rebello Jan Vegricht Junguang Xiao Nyki Ikyn RedKanchi Bellamy Luna Brooks Beast Facu Escobedo Jomz Xie Wanqian Sarah Noonan Andy Brierley Morgan Rudner Seth Mason Paushali Banik Alan Lee John Howe Hinako Okasora Pete Chiappetta Andrew Lary Anthony Tittanegro Tomi Hashimoto Carlos Ramírez Laloli Takenari Maeda Phoebe Gittins Arty Papageorgiou Michael Hedges Alexis Feodoroff Brent Burge Martin Kwok Mark Willsher Kenji Masuda Masahiko Suzuki Sabrina Anderson Osamu Mikasa Kumiko Naruke Yuko Nojiri Janet Grab Alana Janssen Hamish McKeich Igor Oleynikov epic based on novel or book prequel treachery fantasy world anime war amused epic fantasy horsemen Animation Fantasy Action Adventure
The Lord of the Rings: The War of the Rohirrim;839033;A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg. Brian Cox Gaia Wise Luke Pasqualino Laurence Ubong Williams Lorraine Ashbourne Miranda Otto Shaun Dooley Benjamin Wainwright Yazdan Qafouri Michael Wildman Janine Duvitski Bilal Hasna Jude Akuwudike Billy Boyd Dominic Monaghan Alex Jordan Bea Dooley Elijah Tamati Will Godber Christopher Lee Calum Gittins Matt Beachen Shane Bartle Zac Bell David Cox Adam Rhys Dee Daniel Denova Alison Dowling Daniel Flynn Stephen Gledhill Peter Hambleton Nick Haverson Oliver Hembrough Ronny Jhutti James Ladanyi Simon Lawson Anthony Lewis Jonathan Magnanti Gary Martin Neil McCaul Naomi McDonald Carmel McGlone Joshua Miles Louie Nixon Hilary Norris Fergus O'Donnell Nigel Pilkington Lyndee-Jane Rutherford Stephanie Thomas Martin Tidy Gemma Wardle Rob Alderman Jay Clare Daniel Entwistle Keith Robertson Gavin Newton Luke Blick Lewis Collins Callum Pearson Adam Taylor Dan Hyams Kieran Milne Matthew Kennedy Phoebe Gittins Arty Papageorgiou Richard Taylor Kenji Kamiyama Joseph Chou Jason DeMarco Stephen Gallagher Peter Jackson Fran Walsh Philippa Boyens Sam Register Carolyn Blackwood Toby Emmerich Jeffrey Addiss Will Matthews Jeffrey Addiss Will Matthews Philippa Boyens J. R. R. Tolkien Ken Kamins Yu Aoki J. R. R. Tolkien J. R. R. Tolkien Bernard Hill Masahito Yoshino Hikari Uematsu Mio Kishihara Ai Kuroiwa Masaki Tamano Ken Arto Satoshi Ichinokawa Tomoe Nishio Yuko Matsuda Tomoko Hamanaka Toshihiko Masuda Hiroshi Nishimura Shouichi Funaki Shihoko Shirai Ayumi Ono Yasuhiro Aoki Asami Taguchi Tatsuo Ryuno Kohei Ashiya Anna Yamaguchi GitsAsh Rémy Clarke Hou Songcen Zhao Bingnan Park Jae-hyeon Ayana Fuji Liran Endo Hiroshi Takeuchi Saika Akari Ejima Yoshino Takura Yukari Kamiaka Shiori Keta Sayaka Takaichi Rino Suzuki Choca Murasaki Yuki Shirosaki Daniel Sidaway Ingrid Tsoi Tahoe51 Jin Keyi Zhou Zhijie Liang Jiayuan Zhou Fangming Qu Jinhao Lin Ziye Jiang Chenjun Kevin Asher Artem Lukichev Toniko Pantoja Amy Cooper Sans Tommy Duch Jean-Damien Passedat Lucas Derynck Salim Gallow Wolfo Paul Z nightberry Tan Nguyen Minori Uemura Cyrus Rebello Jan Vegricht Junguang Xiao Nyki Ikyn RedKanchi Bellamy Luna Brooks Beast Facu Escobedo Jomz Xie Wanqian Sarah Noonan Andy Brierley Morgan Rudner Seth Mason Paushali Banik Alan Lee John Howe Hinako Okasora Pete Chiappetta Andrew Lary Anthony Tittanegro Tomi Hashimoto Carlos Ramírez Laloli Takenari Maeda Phoebe Gittins Arty Papageorgiou Michael Hedges Alexis Feodoroff Brent Burge Martin Kwok Mark Willsher Kenji Masuda Masahiko Suzuki Sabrina Anderson Osamu Mikasa Kumiko Naruke Yuko Nojiri Janet Grab Alana Janssen Hamish McKeich Igor Oleynikov epic based on novel or book prequel treachery fantasy world anime war amused epic fantasy horsemen Animation Fantasy Action Adventure
River of Blood;1222064;Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals. Joseph Millson Sarah Alexandra Marks David Wayman Ella Starbuck Louis James Tiffany Hannam-Daniels Howard J. Ford Kelly Toode Howard J. Ford Rungroj Park Rojanachotikul Tom Boyle Tom Boyle Anthony Wade Frederik Nelsson Jack Wade Kelly Toode Rikke Ennis kayak betrayal jungle psychological thriller cannibal cannibal cult psychological horror Horror Thriller
River of Blood;1222064;Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals. Joseph Millson Sarah Alexandra Marks David Wayman Ella Starbuck Louis James Tiffany Hannam-Daniels Howard J. Ford Kelly Toode Howard J. Ford Rungroj Park Rojanachotikul Tom Boyle Tom Boyle Anthony Wade Frederik Nelsson Jack Wade Kelly Toode Rikke Ennis kayak betrayal jungle psychological thriller cannibal cannibal cult psychological horror Horror Thriller
